year,month,program,script,live_call,adherent,days_to_refill_band,days_missed_band,engaged,days_to_initial_call,targeted_members,outreached_members,reached_members,engaged_members,days_to_refill,days_missed
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,22-30,1,63,6,6,6,6,561,148
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,31-60,0,673,44,44,6,0,4749,1878
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,31-60,1,300,15,15,15,15,1692,663
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,0,770,47,47,10,0,5074,501
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,14-Aug,1,382,24,24,24,24,2347,251
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,<=7,0,5724,306,306,54,0,27609,300
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,<=7,1,2307,142,142,142,142,12914,161
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,>60,0,352,22,22,2,0,2669,1609
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,>60,1,95,7,7,7,7,1027,545
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,0,21,1,1,0,0,6,16
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,15-21,1,26,1,1,1,1,4,20
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,0,12,1,1,0,0,7,27
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,22-30,1,62,3,3,3,3,17,83
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,0,7,1,1,1,0,7,13
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,14-Aug,1,17,1,1,1,1,4,9
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,0,863,49,49,13,0,271,30
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,<=7,1,120,9,9,9,9,48,1
2015,8,Live Call,Chronic Non-Adherent,1,1,7-Apr,>60,0,78,3,3,0,0,21,192
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,15-21,0,25,1,1,0,0,10,17
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,22-30,0,27,1,1,0,0,9,25
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,22-30,1,9,1,1,1,1,9,24
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,14-Aug,0,46,3,3,0,0,25,32
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,14-Aug,1,12,1,1,1,1,8,10
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,0,553,32,32,0,0,285,18
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,<=7,1,102,7,7,7,7,60,3
2015,8,Live Call,Chronic Non-Adherent,1,1,10-Aug,>60,0,18,1,1,0,0,9,76
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,0,7754,441,441,71,0,2,7807
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,15-21,1,2912,183,183,183,183,0,3274
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,0,6689,384,384,56,0,0,9879
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,22-30,1,1666,116,116,116,116,0,2950
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,0,10155,564,564,115,0,0,24349
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,1,3224,194,194,194,194,1,8416
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,0,13404,811,811,117,0,2,8356
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,1,5125,311,311,311,311,7,3244
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,0,119960,6839,6839,1206,0,56,6840
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,1,40983,2565,2565,2565,2565,25,2409
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,>60,0,4571,256,256,42,0,2,18887
2015,8,Live Call,Chronic Non-Adherent,1,1,<=3,>60,1,1303,77,77,77,77,0,5662
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,15-21,0,329,18,18,4,0,1314,330
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,15-21,1,202,11,11,11,11,690,199
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,22-30,0,225,16,16,3,0,1487,428
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,22-30,1,31,2,2,2,2,75,55
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,31-60,0,532,30,30,6,0,2642,1262
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,31-60,1,54,3,3,3,3,145,126
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,0,465,30,30,6,0,2027,313
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,1,136,10,10,10,10,855,111
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,<=7,0,13017,705,705,118,0,62589,313
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,<=7,1,4267,263,263,263,263,22436,119
2015,8,Live Call,Chronic Non-Adherent,1,1,>10,>60,0,53,4,4,0,0,471,264
2015,9,IVR,Late to Refill,0,0,7-Apr,15-21,0,112,68,68,22,0,352,1219
2015,9,IVR,Late to Refill,0,0,7-Apr,15-21,1,25,16,16,16,16,83,275
2015,9,IVR,Late to Refill,0,0,7-Apr,22-30,0,246,141,141,51,0,771,4038
2015,9,IVR,Late to Refill,0,0,7-Apr,22-30,1,99,38,38,36,38,211,1087
2015,9,IVR,Late to Refill,0,0,7-Apr,31-60,0,224,108,108,29,0,594,5571
2015,9,IVR,Late to Refill,0,0,7-Apr,31-60,1,53,32,32,32,32,159,1557
2015,9,IVR,Late to Refill,0,0,7-Apr,14-Aug,0,183,106,106,47,0,577,1140
2015,9,IVR,Late to Refill,0,0,7-Apr,14-Aug,1,34,22,22,22,22,118,242
2015,9,IVR,Late to Refill,0,0,7-Apr,<=7,0,2693,1483,1483,786,0,7991,8022
2015,9,IVR,Late to Refill,0,0,7-Apr,<=7,1,669,351,351,351,351,1857,1867
2015,9,IVR,Late to Refill,0,0,7-Apr,>60,0,4,3,3,0,0,17,219
2015,9,IVR,Late to Refill,0,0,7-Apr,>60,1,2,2,2,2,2,8,152
2015,9,IVR,Late to Refill,0,0,10-Aug,15-21,0,45,28,28,9,0,256,483
2015,9,IVR,Late to Refill,0,0,10-Aug,15-21,1,3,3,3,3,3,25,51
2015,9,IVR,Late to Refill,0,0,10-Aug,22-30,0,121,72,72,21,0,642,2034
2015,9,IVR,Late to Refill,0,0,10-Aug,22-30,1,27,15,15,15,15,134,402
2015,9,IVR,Late to Refill,0,0,10-Aug,31-60,0,183,77,77,24,0,686,3917
2015,9,IVR,Late to Refill,0,0,10-Aug,31-60,1,30,18,18,18,18,172,831
2015,9,IVR,Late to Refill,0,0,10-Aug,14-Aug,0,1476,802,802,348,0,7140,7270
2015,9,IVR,Late to Refill,0,0,10-Aug,14-Aug,1,252,123,123,120,123,1104,1135
2015,9,IVR,Late to Refill,0,0,10-Aug,>60,0,2,1,1,0,0,9,72
2015,9,IVR,Late to Refill,0,0,<=3,15-21,0,94,55,55,26,0,101,943
2015,9,IVR,Late to Refill,0,0,<=3,15-21,1,6,5,5,5,5,11,84
2015,9,IVR,Late to Refill,0,0,<=3,22-30,0,129,84,84,28,0,162,2418
2015,9,IVR,Late to Refill,0,0,<=3,22-30,1,25,15,15,15,15,33,423
2015,9,IVR,Late to Refill,0,0,<=3,31-60,0,135,79,79,33,0,154,4060
2015,9,IVR,Late to Refill,0,0,<=3,31-60,1,25,17,17,17,17,34,901
2015,9,IVR,Late to Refill,0,0,<=3,14-Aug,0,94,59,59,17,0,120,620
2015,9,IVR,Late to Refill,0,0,<=3,14-Aug,1,38,25,25,25,25,46,270
2015,9,IVR,Late to Refill,0,0,<=3,<=7,0,2326,1352,1352,704,0,2487,2772
2015,9,IVR,Late to Refill,0,0,<=3,<=7,1,479,291,291,284,291,557,620
2015,9,IVR,Late to Refill,0,0,<=3,>60,0,2,1,1,0,0,2,63
2015,9,IVR,Late to Refill,0,0,>10,15-21,0,2231,1227,1227,519,0,23563,21936
2015,9,IVR,Late to Refill,0,0,>10,15-21,1,435,197,197,196,197,3636,3540
2015,9,IVR,Late to Refill,0,0,>10,22-30,0,2666,1478,1478,599,0,37688,39048
2015,9,IVR,Late to Refill,0,0,>10,22-30,1,367,214,214,209,214,5761,5672
2015,9,IVR,Late to Refill,0,0,>10,31-60,0,6489,3477,3477,1430,0,144599,160594
2015,9,IVR,Late to Refill,0,0,>10,31-60,1,1260,612,612,605,612,24831,28575
2015,9,IVR,Late to Refill,0,0,>10,14-Aug,0,1729,963,963,448,0,13693,11997
2015,9,IVR,Late to Refill,0,0,>10,14-Aug,1,273,154,154,148,154,2325,1935
2015,9,IVR,Late to Refill,0,0,>10,<=7,0,42,25,25,12,0,3043,110
2015,9,IVR,Late to Refill,0,0,>10,<=7,1,9,5,5,5,5,571,16
2015,9,IVR,Late to Refill,0,0,>10,>60,0,14941,7731,7731,3017,0,887898,667828
2015,9,IVR,Late to Refill,0,0,>10,>60,1,2842,1492,1492,1485,1492,172758,129043
2015,9,IVR,Late to Refill,0,1,7-Apr,15-21,0,7,4,4,3,0,21,64
2015,9,IVR,Late to Refill,0,1,7-Apr,15-21,1,7,5,5,4,5,25,97
2015,9,IVR,Late to Refill,0,1,7-Apr,22-30,0,12,8,8,4,0,40,224
2015,9,IVR,Late to Refill,0,1,7-Apr,22-30,1,1,1,1,1,1,5,30
2015,9,IVR,Late to Refill,0,1,7-Apr,31-60,0,10,6,6,4,0,34,284
2015,9,IVR,Late to Refill,0,1,7-Apr,31-60,1,8,5,5,5,5,21,271
2015,9,IVR,Late to Refill,0,1,7-Apr,14-Aug,0,14,8,8,3,0,42,75
2015,9,IVR,Late to Refill,0,1,7-Apr,14-Aug,1,11,6,6,6,6,29,54
2015,9,IVR,Late to Refill,0,1,7-Apr,<=7,0,270,135,135,56,0,717,725
2015,9,IVR,Late to Refill,0,1,7-Apr,<=7,1,79,39,39,38,39,202,203
2015,9,IVR,Late to Refill,0,1,10-Aug,15-21,0,4,2,2,2,0,20,34
2015,9,IVR,Late to Refill,0,1,10-Aug,22-30,0,6,5,5,2,0,46,150
2015,9,IVR,Late to Refill,0,1,10-Aug,22-30,1,1,1,1,1,1,8,28
2015,9,IVR,Late to Refill,0,1,10-Aug,31-60,0,2,1,1,1,0,9,57
2015,9,IVR,Late to Refill,0,1,10-Aug,14-Aug,0,62,39,39,13,0,348,353
2015,9,IVR,Late to Refill,0,1,10-Aug,14-Aug,1,13,7,7,6,7,62,62
2015,9,IVR,Late to Refill,0,1,<=3,15-21,0,7,6,6,4,0,9,106
2015,9,IVR,Late to Refill,0,1,<=3,22-30,0,19,11,11,3,0,18,295
2015,9,IVR,Late to Refill,0,1,<=3,31-60,0,8,4,4,2,0,7,190
2015,9,IVR,Late to Refill,0,1,<=3,14-Aug,0,15,11,11,5,0,18,108
2015,9,IVR,Late to Refill,0,1,<=3,14-Aug,1,4,3,3,3,3,8,30
2015,9,IVR,Late to Refill,0,1,<=3,<=7,0,286,157,157,73,0,284,345
2015,9,IVR,Late to Refill,0,1,<=3,<=7,1,62,35,35,34,35,64,97
2015,9,IVR,Late to Refill,0,1,>10,15-21,0,170,88,88,30,0,1761,1600
2015,9,IVR,Late to Refill,0,1,>10,15-21,1,14,8,8,8,8,139,139
2015,9,IVR,Late to Refill,0,1,>10,22-30,0,124,70,70,30,0,2016,1824
2015,9,IVR,Late to Refill,0,1,>10,22-30,1,8,5,5,5,5,124,124
2015,9,IVR,Late to Refill,0,1,>10,31-60,0,261,131,131,56,0,5332,5990
2015,9,IVR,Late to Refill,0,1,>10,31-60,1,27,16,16,16,16,579,707
2015,9,IVR,Late to Refill,0,1,>10,14-Aug,0,144,81,81,28,0,2427,994
2015,9,IVR,Late to Refill,0,1,>10,14-Aug,1,21,12,12,12,12,452,142
2015,9,IVR,Late to Refill,0,1,>10,<=7,0,13,8,8,1,0,819,30
2015,9,IVR,Late to Refill,0,1,>10,<=7,1,2,1,1,1,1,121,3
2015,9,IVR,Late to Refill,0,1,>10,>60,0,2238,1136,1136,429,0,131452,101545
2015,9,IVR,Late to Refill,0,1,>10,>60,1,508,216,216,210,216,24893,19203
2015,9,IVR,Chronic Non-Adherent,0,0,,,,,24206,0,,,,
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,15-21,0,6,3,3,0,0,16,48
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,22-30,0,1,1,1,1,0,5,26
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,14-Aug,0,1,1,1,0,0,6,11
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,0,14,9,9,1,0,46,20
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,1,4,2,2,2,2,12,2
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,>60,0,2,1,1,0,0,6,78
2015,9,IVR,Chronic Non-Adherent,0,0,7-Apr,>60,1,2,1,1,1,1,6,80
2015,9,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,0,1,1,1,0,0,8,33
2015,9,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,0,28,8,8,2,0,71,2
2015,9,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,1,4,3,3,3,3,27,6
2015,9,IVR,Chronic Non-Adherent,0,0,10-Aug,>60,0,2,1,1,0,0,10,68
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,15-21,0,1778,862,862,282,0,0,15340
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,15-21,1,576,255,255,243,255,2,4520
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,22-30,0,1418,811,811,219,0,0,20815
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,22-30,1,509,267,267,265,267,0,6904
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,31-60,0,2796,1559,1559,446,0,0,67216
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,31-60,1,973,492,492,485,492,0,21232
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,0,2936,1442,1442,443,0,0,14762
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,1,587,348,348,339,348,0,3695
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,<=7,0,18014,9510,9510,4203,0,5,13648
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,<=7,1,3677,2093,2093,2076,2093,4,2704
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,>60,0,1099,642,642,171,0,0,46588
2015,9,IVR,Chronic Non-Adherent,0,0,<=3,>60,1,342,219,219,216,219,0,16158
2015,9,IVR,Chronic Non-Adherent,0,0,>10,15-21,0,17,14,14,1,0,1738,254
2015,9,IVR,Chronic Non-Adherent,0,0,>10,15-21,1,5,3,3,3,3,343,54
2015,9,IVR,Chronic Non-Adherent,0,0,>10,22-30,0,22,13,13,5,0,1508,348
2015,9,IVR,Chronic Non-Adherent,0,0,>10,22-30,1,62,11,11,11,11,804,286
2015,9,IVR,Chronic Non-Adherent,0,0,>10,31-60,0,59,40,40,11,0,3890,1753
2015,9,IVR,Chronic Non-Adherent,0,0,>10,31-60,1,18,14,14,14,14,1376,554
2015,9,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,0,68,29,29,5,0,2191,297
2015,9,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,1,6,5,5,4,5,495,53
2015,9,IVR,Chronic Non-Adherent,0,0,>10,<=7,0,438,195,195,59,0,16609,274
2015,9,IVR,Chronic Non-Adherent,0,0,>10,<=7,1,95,60,60,60,60,5328,69
2015,9,IVR,Chronic Non-Adherent,0,0,>10,>60,0,30,20,20,8,0,2197,1503
2015,9,IVR,Chronic Non-Adherent,0,0,>10,>60,1,7,5,5,5,5,674,361
2015,9,IVR,Chronic Non-Adherent,0,1,,,,,49831,0,,,,
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,0,5,3,3,0,0,17,51
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,1,2,1,1,1,1,4,16
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,22-30,0,4,2,2,0,0,14,46
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,31-60,0,2,2,2,2,0,10,84
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,0,15,9,9,3,0,47,96
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,1,4,2,2,2,2,8,16
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,0,61,40,40,14,0,222,28
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,1,7,5,5,5,5,30,4
2015,9,IVR,Chronic Non-Adherent,0,1,7-Apr,>60,0,7,4,4,3,0,26,276
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,0,2,2,2,0,0,20,38
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,15-21,1,2,1,1,1,1,10,15
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,22-30,0,1,1,1,0,0,8,25
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,0,2,2,2,0,0,18,22
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,1,4,2,2,2,2,16,16
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,0,48,28,28,13,0,248,27
2015,9,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,1,4,4,4,4,4,36,0
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,15-21,0,1289,701,701,277,0,0,12323
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,15-21,1,331,163,163,160,163,0,2897
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,22-30,0,1018,515,515,189,0,0,13170
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,22-30,1,170,108,108,107,108,0,2734
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,31-60,0,1548,800,800,283,0,0,34296
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,31-60,1,387,162,162,158,162,0,7235
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,0,2150,1152,1152,479,0,0,12138
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,1,472,253,253,251,253,3,2655
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,<=7,0,18011,9673,9673,4514,0,63,9537
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,<=7,1,3617,2036,2036,2020,2036,15,1960
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,>60,0,676,347,347,124,0,0,25477
2015,9,IVR,Chronic Non-Adherent,0,1,<=3,>60,1,119,64,64,60,64,0,4798
2015,9,IVR,Chronic Non-Adherent,0,1,>10,15-21,0,48,25,25,9,0,1404,451
2015,9,IVR,Chronic Non-Adherent,0,1,>10,15-21,1,5,3,3,3,3,104,56
2015,9,IVR,Chronic Non-Adherent,0,1,>10,22-30,0,44,24,24,7,0,1682,607
2015,9,IVR,Chronic Non-Adherent,0,1,>10,22-30,1,9,5,5,5,5,492,129
2015,9,IVR,Chronic Non-Adherent,0,1,>10,31-60,0,46,28,28,14,0,2055,1157
2015,9,IVR,Chronic Non-Adherent,0,1,>10,31-60,1,3,3,3,3,3,90,156
2015,9,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,0,70,45,45,18,0,3145,508
2015,9,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,1,15,9,9,9,9,497,97
2015,9,IVR,Chronic Non-Adherent,0,1,>10,<=7,0,1858,942,942,408,0,78673,365
2015,9,IVR,Chronic Non-Adherent,0,1,>10,<=7,1,439,222,222,219,222,18808,85
2015,9,IVR,Chronic Non-Adherent,0,1,>10,>60,0,5,4,4,2,0,189,282
2015,9,Live Call,Late to Refill,1,0,7-Apr,15-21,0,442,34,34,7,0,185,600
2015,9,Live Call,Late to Refill,1,0,7-Apr,15-21,1,89,7,7,7,7,33,124
2015,9,Live Call,Late to Refill,1,0,7-Apr,22-30,0,4502,225,225,41,0,1254,6631
2015,9,Live Call,Late to Refill,1,0,7-Apr,22-30,1,1027,58,58,58,58,321,1703
2015,9,Live Call,Late to Refill,1,0,7-Apr,31-60,0,2585,142,142,13,0,785,7263
2015,9,Live Call,Late to Refill,1,0,7-Apr,31-60,1,672,41,41,41,41,229,2025
2015,9,Live Call,Late to Refill,1,0,7-Apr,14-Aug,0,1442,86,86,8,0,471,887
2015,9,Live Call,Late to Refill,1,0,7-Apr,14-Aug,1,256,18,18,18,18,96,195
2015,9,Live Call,Late to Refill,1,0,7-Apr,<=7,0,15940,930,930,160,0,5119,5172
2015,9,Live Call,Late to Refill,1,0,7-Apr,<=7,1,4362,281,281,281,281,1543,1565
2015,9,Live Call,Late to Refill,1,0,7-Apr,>60,0,6,1,1,0,0,6,70
2015,9,Live Call,Late to Refill,1,0,10-Aug,15-21,0,415,28,28,6,0,265,477
2015,9,Live Call,Late to Refill,1,0,10-Aug,15-21,1,109,9,9,9,9,85,152
2015,9,Live Call,Late to Refill,1,0,10-Aug,22-30,0,2553,129,129,16,0,1153,3778
2015,9,Live Call,Late to Refill,1,0,10-Aug,22-30,1,454,25,25,25,25,228,711
2015,9,Live Call,Late to Refill,1,0,10-Aug,31-60,0,2225,128,128,17,0,1142,6808
2015,9,Live Call,Late to Refill,1,0,10-Aug,31-60,1,468,32,32,32,32,284,1698
2015,9,Live Call,Late to Refill,1,0,10-Aug,14-Aug,0,9703,612,612,97,0,5489,5597
2015,9,Live Call,Late to Refill,1,0,10-Aug,14-Aug,1,2480,145,145,145,145,1283,1298
2015,9,Live Call,Late to Refill,1,0,<=3,15-21,0,524,35,35,9,0,64,624
2015,9,Live Call,Late to Refill,1,0,<=3,15-21,1,121,12,12,12,12,23,208
2015,9,Live Call,Late to Refill,1,0,<=3,22-30,0,3768,194,194,18,0,375,5697
2015,9,Live Call,Late to Refill,1,0,<=3,22-30,1,804,40,40,40,40,82,1191
2015,9,Live Call,Late to Refill,1,0,<=3,31-60,0,1999,113,113,17,0,222,5883
2015,9,Live Call,Late to Refill,1,0,<=3,31-60,1,486,31,31,31,31,61,1699
2015,9,Live Call,Late to Refill,1,0,<=3,14-Aug,0,1063,60,60,10,0,128,638
2015,9,Live Call,Late to Refill,1,0,<=3,14-Aug,1,294,22,22,22,22,45,249
2015,9,Live Call,Late to Refill,1,0,<=3,<=7,0,14697,872,872,181,0,1726,1920
2015,9,Live Call,Late to Refill,1,0,<=3,<=7,1,4226,273,273,273,273,484,561
2015,9,Live Call,Late to Refill,1,0,<=3,>60,0,20,1,1,0,0,1,66
2015,9,Live Call,Late to Refill,1,0,>10,15-21,0,17024,981,981,156,0,18214,17664
2015,9,Live Call,Late to Refill,1,0,>10,15-21,1,5166,307,307,307,307,5730,5506
2015,9,Live Call,Late to Refill,1,0,>10,22-30,0,26395,1519,1519,230,0,37774,41024
2015,9,Live Call,Late to Refill,1,0,>10,22-30,1,5718,341,341,341,341,8854,9179
2015,9,Live Call,Late to Refill,1,0,>10,31-60,0,63618,3566,3566,510,0,145595,171762
2015,9,Live Call,Late to Refill,1,0,>10,31-60,1,14434,910,910,910,910,36475,43360
2015,9,Live Call,Late to Refill,1,0,>10,14-Aug,0,12685,727,727,111,0,12275,9072
2015,9,Live Call,Late to Refill,1,0,>10,14-Aug,1,3574,219,219,219,219,3333,2731
2015,9,Live Call,Late to Refill,1,0,>10,<=7,0,299,19,19,3,0,2114,62
2015,9,Live Call,Late to Refill,1,0,>10,<=7,1,155,12,12,12,12,1198,50
2015,9,Live Call,Late to Refill,1,0,>10,>60,0,159682,9057,9057,1373,0,922890,781912
2015,9,Live Call,Late to Refill,1,0,>10,>60,1,36103,2152,2152,2152,2152,224951,186287
2015,9,Live Call,Late to Refill,1,1,7-Apr,15-21,0,61,4,4,2,0,21,74
2015,9,Live Call,Late to Refill,1,1,7-Apr,22-30,0,350,19,19,2,0,103,551
2015,9,Live Call,Late to Refill,1,1,7-Apr,22-30,1,146,6,6,6,6,27,171
2015,9,Live Call,Late to Refill,1,1,7-Apr,31-60,0,214,14,14,3,0,79,670
2015,9,Live Call,Late to Refill,1,1,7-Apr,14-Aug,0,166,9,9,1,0,51,89
2015,9,Live Call,Late to Refill,1,1,7-Apr,14-Aug,1,31,2,2,2,2,10,23
2015,9,Live Call,Late to Refill,1,1,7-Apr,<=7,0,2312,132,132,18,0,739,742
2015,9,Live Call,Late to Refill,1,1,7-Apr,<=7,1,752,44,44,44,44,237,239
2015,9,Live Call,Late to Refill,1,1,10-Aug,15-21,0,33,3,3,2,0,27,57
2015,9,Live Call,Late to Refill,1,1,10-Aug,15-21,1,28,3,3,3,3,25,45
2015,9,Live Call,Late to Refill,1,1,10-Aug,22-30,0,340,19,19,4,0,165,562
2015,9,Live Call,Late to Refill,1,1,10-Aug,22-30,1,50,3,3,3,3,27,85
2015,9,Live Call,Late to Refill,1,1,10-Aug,31-60,0,39,2,2,0,0,20,98
2015,9,Live Call,Late to Refill,1,1,10-Aug,14-Aug,0,1557,85,85,6,0,762,791
2015,9,Live Call,Late to Refill,1,1,10-Aug,14-Aug,1,189,12,12,12,12,110,114
2015,9,Live Call,Late to Refill,1,1,<=3,15-21,0,27,2,2,0,0,3,33
2015,9,Live Call,Late to Refill,1,1,<=3,15-21,1,12,1,1,1,1,1,19
2015,9,Live Call,Late to Refill,1,1,<=3,22-30,0,467,21,21,3,0,38,626
2015,9,Live Call,Late to Refill,1,1,<=3,22-30,1,66,4,4,4,4,6,120
2015,9,Live Call,Late to Refill,1,1,<=3,31-60,0,104,7,7,2,0,16,264
2015,9,Live Call,Late to Refill,1,1,<=3,31-60,1,36,1,1,1,1,1,60
2015,9,Live Call,Late to Refill,1,1,<=3,14-Aug,0,135,9,9,0,0,18,90
2015,9,Live Call,Late to Refill,1,1,<=3,14-Aug,1,18,1,1,1,1,3,11
2015,9,Live Call,Late to Refill,1,1,<=3,<=7,0,3229,192,192,30,0,369,414
2015,9,Live Call,Late to Refill,1,1,<=3,<=7,1,711,49,49,49,49,88,123
2015,9,Live Call,Late to Refill,1,1,>10,15-21,0,2175,124,124,19,0,2462,2244
2015,9,Live Call,Late to Refill,1,1,>10,15-21,1,390,24,24,24,24,434,441
2015,9,Live Call,Late to Refill,1,1,>10,22-30,0,2537,133,133,21,0,3467,3592
2015,9,Live Call,Late to Refill,1,1,>10,22-30,1,733,39,39,39,39,1155,1048
2015,9,Live Call,Late to Refill,1,1,>10,31-60,0,4154,225,225,44,0,9318,10603
2015,9,Live Call,Late to Refill,1,1,>10,31-60,1,943,55,55,55,55,2348,2509
2015,9,Live Call,Late to Refill,1,1,>10,14-Aug,0,1098,60,60,8,0,1279,733
2015,9,Live Call,Late to Refill,1,1,>10,14-Aug,1,332,23,23,23,23,768,288
2015,9,Live Call,Late to Refill,1,1,>10,<=7,0,96,6,6,1,0,532,21
2015,9,Live Call,Late to Refill,1,1,>10,<=7,1,43,2,2,2,2,245,11
2015,9,Live Call,Late to Refill,1,1,>10,>60,0,29784,1677,1677,249,0,162827,142500
2015,9,Live Call,Late to Refill,1,1,>10,>60,1,6805,409,409,409,409,40828,35268
2015,9,Live Call,Chronic Non-Adherent,0,0,,,,,14039,0,,,,
2015,9,Live Call,Chronic Non-Adherent,0,1,,,,,2522,0,,,,
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,15-21,0,99,5,5,0,0,27,97
2015,9,Live Call,Chronic Non-Adherent,1,0,7-Apr,15-21,1,35,2,2,2,2,10,39
